Employee_ID,Department,Performance_Score,Salary,Years_of_Service,Attrition_Risk
846160,HR,4,149880,9,True
186992,HR,4,69553,13,True
987695,IT,5,124875,13,True
687344,Finance,2,111119,2,True
298129,Finance,5,109047,4,False
587617,Clinical Ops,5,120489,7,False
159872,HR,4,104681,10,False
533280,Clinical Ops,4,121231,6,True
664537,HR,1,146369,6,True
285098,Finance,4,93063,4,False
970153,Cloud Engineering,2,88123,2,True
781586,Clinical Ops,4,92077,3,True
267897,IT,2,128326,1,True
113942,Cloud Engineering,3,61869,11,False
488602,HR,4,90285,10,True
297539,Finance,4,68160,1,True
609521,Finance,5,60366,8,False
353836,IT,3,143212,11,False
39784,Finance,4,115452,12,True
166607,Finance,4,134567,12,False
452438,IT,5,116011,14,True
622548,Cloud Engineering,3,113987,7,True
604377,Finance,3,61290,7,False
4886,Finance,1,128210,2,True
44054,Finance,1,120458,8,True
401591,IT,1,60828,2,True
443964,Finance,4,83648,12,True
442805,Cloud Engineering,4,103508,5,True
410800,Clinical Ops,2,102324,10,False
343659,IT,1,136838,6,False
26866,IT,4,78730,8,False
710597,Clinical Ops,4,136320,15,True
589147,HR,3,81152,14,True
71592,IT,1,62002,4,True
325617,Cloud Engineering,4,73417,15,False
771197,IT,5,85379,8,True
108311,Cloud Engineering,3,108160,11,True
773141,IT,5,83937,12,False
209738,HR,2,72089,3,True
866925,Clinical Ops,5,139040,14,True
51672,Clinical Ops,4,92924,11,True
615264,Finance,5,87583,1,True
232571,IT,1,97779,6,False
443984,IT,3,65509,4,True
25309,Clinical Ops,4,143901,15,True
324365,Finance,3,139256,13,False
551453,Clinical Ops,4,123636,13,True
828461,HR,4,149526,4,True
929028,Cloud Engineering,2,111876,4,True
364536,HR,4,107911,14,True
72600,Finance,4,110868,9,True
872506,Clinical Ops,4,69761,9,False
645292,IT,4,84773,7,True
535883,Clinical Ops,2,111148,10,True
419874,Cloud Engineering,5,131874,1,False
637672,Clinical Ops,4,134924,6,True
290062,HR,5,75864,8,True
527504,Cloud Engineering,1,109435,8,False
654709,Cloud Engineering,5,83874,7,True
960651,HR,5,143039,15,False
911466,Clinical Ops,5,142138,1,True
357393,Finance,2,112559,2,False
637944,Cloud Engineering,2,126700,8,True
855522,Finance,2,89349,6,True
454316,Cloud Engineering,2,132680,4,False
615698,IT,5,104729,2,False
444343,IT,2,126150,3,True
463024,Cloud Engineering,1,68357,15,True
453789,Clinical Ops,1,117839,14,False
638424,Finance,5,67725,8,True
529802,HR,1,67667,7,False
97845,Finance,1,133221,15,False
89420,HR,4,95782,6,True
395086,Cloud Engineering,5,75127,4,True
176658,HR,2,138237,6,False
645375,HR,3,95481,10,True
877838,Clinical Ops,1,131295,6,False
651611,Cloud Engineering,5,125778,15,True
940092,Cloud Engineering,3,126484,14,True
112788,Finance,5,85317,15,False
247964,IT,4,96016,3,False
765536,IT,3,104561,11,False
665501,Finance,5,90909,4,False
879175,IT,3,97906,3,False
679465,Cloud Engineering,1,88986,15,False
722848,IT,1,69893,6,True
64678,HR,2,126929,10,True
354126,Clinical Ops,2,137791,6,False
972303,Clinical Ops,3,116680,8,False
496464,HR,1,77402,9,True
455931,Cloud Engineering,1,112473,7,True
207284,Clinical Ops,3,102785,8,False
431264,Clinical Ops,5,131323,3,False
964599,Cloud Engineering,3,82578,14,True
897517,Cloud Engineering,4,119777,9,False
427876,Cloud Engineering,5,147399,2,False
849184,HR,1,137676,2,False
761209,Clinical Ops,3,128130,10,False
191538,HR,2,90749,10,False
592753,Cloud Engineering,5,119258,14,True
804793,IT,1,69756,3,False
581786,Clinical Ops,3,144475,2,False
486666,Finance,1,90661,5,False
832248,Cloud Engineering,5,127779,2,True
772233,Clinical Ops,2,61063,10,True
679153,Cloud Engineering,5,68401,6,True
508109,IT,5,90489,8,False
27994,HR,2,81567,10,False
676179,Cloud Engineering,4,144893,9,True
142628,Clinical Ops,2,103794,8,True
397804,Cloud Engineering,3,60237,13,True
323389,HR,4,140488,4,True
816029,Finance,1,119598,3,True
632854,Cloud Engineering,1,63151,9,True
791810,IT,1,116501,15,True
304092,IT,2,87023,15,False
510043,Finance,3,90570,2,True
577605,IT,1,87233,8,False
891490,Cloud Engineering,3,133974,8,False
958868,HR,3,142763,13,True
130296,Clinical Ops,3,138681,10,False
860985,Finance,2,72830,14,False
661825,Clinical Ops,2,122563,9,False
224226,HR,1,130174,11,True
941949,HR,5,97075,13,True
530553,Finance,3,119520,14,False
520877,HR,3,119809,1,False
992537,HR,5,66874,3,False
789396,Clinical Ops,4,77784,15,False
573118,Cloud Engineering,4,97659,4,False
386152,Clinical Ops,5,121583,13,True
719909,HR,5,137555,9,True
675252,Finance,2,63879,9,False
771488,IT,4,106498,11,True
589865,IT,5,127756,13,False
207408,IT,2,64567,8,True
616704,IT,3,87077,11,True
210458,Finance,2,102712,7,True
14472,Clinical Ops,1,146835,14,True
5023,Clinical Ops,2,145707,14,False
25981,Finance,2,131659,10,False
12279,Clinical Ops,1,102413,6,True
788289,IT,5,85254,4,False
712,Finance,2,107927,2,True
953485,Clinical Ops,5,92746,7,False
273187,Finance,2,92913,1,False
634881,Cloud Engineering,5,60974,8,False
541048,Clinical Ops,3,98721,4,True
491255,Clinical Ops,4,97050,14,True
228577,Clinical Ops,1,115151,14,False
495702,Clinical Ops,5,68431,4,True
135364,Cloud Engineering,4,96217,3,True
808003,Clinical Ops,1,145236,7,False
531938,HR,3,83920,4,True
230222,HR,2,116068,5,True
421983,Finance,5,69184,13,True
538681,IT,1,105948,5,False
20903,IT,3,100426,13,True
732727,HR,2,63460,15,True
198543,IT,2,108770,10,True
176289,Cloud Engineering,4,72136,13,True
664202,Cloud Engineering,1,69187,1,True
752089,IT,5,66953,4,False
959840,IT,2,108234,6,False
257156,IT,4,66058,11,False
631182,Cloud Engineering,3,134736,8,False
334377,HR,2,67952,8,True
945128,HR,2,68929,11,True
441342,IT,2,144808,6,True
120177,IT,2,136307,4,True
783253,Finance,1,87321,14,True
136834,Clinical Ops,4,63274,6,True
122884,Clinical Ops,5,116070,9,True
119597,IT,2,72097,15,True
98404,HR,5,136906,2,True
138040,Clinical Ops,1,67002,5,True
535851,IT,1,60202,3,True
492092,Finance,4,139273,6,False
998874,IT,3,97484,15,False
286478,HR,3,96259,2,True
549241,Finance,3,134725,6,False
235498,HR,1,92487,10,False
642376,HR,4,147669,9,False
166482,Cloud Engineering,3,130996,3,False
969439,Cloud Engineering,5,65050,9,True
15199,HR,3,85157,4,True
820403,IT,1,81983,4,False
700432,Finance,3,77694,1,False
726102,Cloud Engineering,5,72365,11,False
98173,HR,2,137107,3,True
737077,Clinical Ops,3,142159,10,True
77674,Finance,1,65789,8,True
29963,Finance,3,138027,2,False
736834,IT,4,66924,1,False
411826,Clinical Ops,4,93207,4,True
114448,Finance,3,132323,5,False
856129,IT,4,145748,9,False
512292,Cloud Engineering,3,94728,14,True
805887,Cloud Engineering,4,81773,4,True
159338,IT,1,149154,3,True
381666,Cloud Engineering,3,93125,2,True
782330,IT,1,122439,3,True
668266,HR,3,104756,13,True
410856,Finance,2,81764,1,True
72977,Cloud Engineering,1,97442,2,True
908851,IT,3,89049,15,False
211323,Finance,5,147974,15,False
163142,Clinical Ops,2,144542,3,False
628172,Clinical Ops,2,149426,13,False
188848,Clinical Ops,5,90000,12,False
891267,Clinical Ops,3,133593,2,False
344871,Cloud Engineering,5,100204,5,True
118142,Finance,4,125368,15,False
194212,Cloud Engineering,1,119531,13,False
132089,HR,1,121449,3,False
981936,Cloud Engineering,5,132665,10,False
204799,Cloud Engineering,3,74017,12,False
383163,IT,2,101079,12,False
913464,HR,5,104308,3,True
237105,Cloud Engineering,4,102857,11,False
766739,Cloud Engineering,3,140732,3,False
644324,Finance,4,63664,15,False
983969,IT,4,108182,5,False
512301,Clinical Ops,4,104566,13,True
620420,Finance,3,92206,12,False
2402,IT,1,130804,9,False
35837,IT,5,94061,7,False
100031,Clinical Ops,3,107715,2,False
446695,IT,1,142634,5,True
843075,Cloud Engineering,5,74436,13,True
425997,IT,2,66123,6,True
596398,Finance,4,79881,12,False
106297,Finance,2,81070,5,False
453032,Clinical Ops,2,94599,12,True
120230,Cloud Engineering,1,98614,15,True
936624,Clinical Ops,4,143633,9,False
362711,HR,3,95375,1,True
279433,HR,3,89342,7,True
716031,Finance,5,114855,14,False
80274,Cloud Engineering,3,114034,14,True
755905,IT,1,122268,5,False
467984,Clinical Ops,3,64492,15,True
786857,Cloud Engineering,4,136862,13,True
815503,Finance,5,125908,5,False
759199,IT,2,121863,8,False
767623,Finance,5,77200,2,True
985949,IT,3,68613,14,True
714345,Clinical Ops,1,102493,15,False
220076,Finance,1,94672,4,False
806949,Clinical Ops,1,137600,5,True
416185,Finance,3,120979,8,True
979032,IT,5,117422,15,False
216997,IT,1,143577,12,False
719140,Finance,4,68823,14,False
657222,Finance,1,81127,9,True
807921,IT,3,135782,12,False
337194,Clinical Ops,4,94287,15,False
685489,IT,1,104204,12,False
821859,IT,2,122581,11,False
469590,IT,3,61904,2,False
712015,Clinical Ops,2,83522,14,False
30213,Clinical Ops,4,146301,14,True
488272,HR,2,70395,4,True
798041,HR,5,140691,6,False
672800,Clinical Ops,1,96659,13,False
118727,IT,4,77027,15,True
709521,Finance,2,97500,11,False
508498,Finance,1,105050,9,True
903075,Clinical Ops,4,91148,14,False
55317,Cloud Engineering,5,119351,15,True
896280,IT,5,113699,6,False
426700,IT,2,78860,5,False
128636,HR,5,73023,7,True
433820,Cloud Engineering,3,81451,7,True
818263,IT,1,106710,12,False
784665,Finance,4,134801,11,False
792321,HR,3,98292,11,True
890515,HR,5,129929,14,True
60932,Finance,2,75239,2,True
784351,HR,5,113526,6,True
337355,Clinical Ops,3,149035,1,False
308385,Finance,5,128797,5,True
57630,Finance,5,60751,1,False
904038,Clinical Ops,3,126984,10,True
446258,Clinical Ops,1,87183,3,True
239129,Clinical Ops,4,98455,3,False
504517,Clinical Ops,2,132410,7,False
401257,IT,4,107694,9,True
127861,Clinical Ops,1,148976,6,False
484361,Finance,5,143461,13,False
641205,Finance,3,104150,2,True
178033,HR,5,120729,3,True
792204,IT,3,61514,12,False
615672,Clinical Ops,3,115054,10,True
734028,Finance,4,83431,10,True
106717,IT,1,74394,6,True
958452,HR,3,144617,11,False
977322,Cloud Engineering,1,118216,4,False
750081,HR,5,112225,4,False
802570,HR,1,104753,6,False
347840,Cloud Engineering,3,149524,4,True
321063,IT,5,115970,13,False
904067,Finance,3,141032,7,False
825751,Cloud Engineering,3,115932,10,False
821081,HR,1,61719,13,False
47984,IT,4,85547,15,True
801046,IT,4,92812,4,False
809851,HR,5,132724,4,True
888831,Clinical Ops,3,137914,5,False
492505,HR,1,131693,11,True
959410,HR,4,126459,6,False
637041,IT,4,69978,15,True
316064,Cloud Engineering,1,60496,12,False
296059,Finance,2,81924,12,False
832554,Cloud Engineering,2,142103,12,False
62908,HR,2,105406,8,True
633775,Clinical Ops,3,98659,2,True
295194,Finance,5,71451,13,True
316524,HR,2,122309,14,False
454574,Finance,2,74796,1,True
67469,Cloud Engineering,2,106117,3,True
779055,Cloud Engineering,2,136626,13,False
120232,HR,1,132788,9,True
601600,Cloud Engineering,4,149833,14,False
264391,IT,5,132016,7,True
910119,Cloud Engineering,2,90508,6,True
890866,HR,4,93487,10,False
337279,IT,2,86852,11,True
264559,Clinical Ops,3,89466,12,False
656645,Clinical Ops,2,80736,14,True
964675,HR,2,124535,7,True
17033,Finance,4,101417,2,False
314644,Clinical Ops,2,107373,5,True
472526,Finance,3,86904,11,False
795035,IT,1,74039,2,True
434743,HR,5,138256,5,True
408167,Clinical Ops,3,65469,15,True
953749,HR,4,95765,15,False
180163,IT,4,141281,14,False
805151,Clinical Ops,3,135196,1,False
626273,Finance,1,84369,13,True
319114,Cloud Engineering,5,92770,10,False
452696,Finance,4,146625,8,True
214805,Finance,1,90601,9,False
487930,IT,2,135136,6,True
504633,Clinical Ops,3,85053,1,False
703236,Clinical Ops,4,123084,14,False
986282,Finance,1,111577,10,True
814868,Clinical Ops,1,84193,12,True
456863,HR,2,81430,6,False
938351,Clinical Ops,1,101198,7,False
725377,HR,2,143650,10,True
135177,Cloud Engineering,1,114593,5,False
625089,IT,3,108479,15,False
417279,IT,2,102833,3,False
502121,Cloud Engineering,4,88144,13,True
957355,Cloud Engineering,4,149578,10,True
617830,Finance,5,140626,1,False
567785,Finance,4,123910,3,False
665366,IT,3,107198,8,False
264120,Clinical Ops,3,111916,1,True
253844,Finance,5,122454,7,True
909578,HR,3,127228,15,False
419425,Finance,3,149441,5,False
610118,Finance,4,114289,1,False
24714,Finance,5,141100,7,False
655018,Finance,3,70821,12,False
859015,HR,2,91386,5,True
581172,Cloud Engineering,2,141809,10,False
511581,Cloud Engineering,4,123952,3,True
703175,HR,2,105887,11,True
932398,Clinical Ops,2,141280,6,True
859072,HR,5,74576,11,False
337132,Finance,4,125847,14,False
18469,IT,5,63943,11,True
485742,Finance,4,143991,1,True
709534,IT,2,77559,8,False
161525,IT,2,123353,10,False
359333,HR,2,113713,4,True
966388,Clinical Ops,4,131915,2,False
16585,HR,3,122700,2,True
608049,IT,3,117126,3,True
809664,IT,2,67501,4,False
147799,Cloud Engineering,2,119226,8,True
696838,Finance,1,81467,14,False
813377,IT,2,91676,2,False
301425,Clinical Ops,4,67559,2,True
85312,HR,2,86428,10,True
534224,Cloud Engineering,3,142760,1,False
778095,Finance,3,141320,15,False
999527,IT,1,103707,10,False
226152,Cloud Engineering,2,126432,3,True
178650,Finance,5,68368,13,True
610335,Cloud Engineering,5,83766,7,False
445303,Cloud Engineering,4,75081,4,False
318856,Clinical Ops,4,126112,14,True
486549,HR,2,78917,13,False
527995,Finance,4,96252,8,False
607866,IT,1,116159,14,True
852652,Clinical Ops,2,68434,8,False
838395,HR,1,60666,4,True
843081,Finance,3,84727,4,False
423011,Cloud Engineering,4,103733,14,False
779785,Cloud Engineering,3,86481,5,True
267601,Clinical Ops,3,135239,7,False
61368,Cloud Engineering,2,135080,9,False
426603,Cloud Engineering,2,100426,15,True
676770,Finance,4,119759,15,True
455696,Cloud Engineering,5,62281,1,True
443458,Cloud Engineering,3,79942,5,True
519555,Clinical Ops,5,89277,6,True
957048,Cloud Engineering,2,75198,11,True
728321,IT,3,139048,8,False
542003,HR,1,134313,2,True
28686,IT,2,133244,6,True
748653,HR,2,100816,14,False
200320,Clinical Ops,4,118213,7,False
367636,Finance,2,87916,2,False
267710,IT,3,147536,4,True
68500,HR,4,124504,11,False
814516,Clinical Ops,2,77180,13,True
908128,IT,5,82581,13,True
753969,Cloud Engineering,5,95569,1,True
180770,HR,1,85939,15,True
888591,Clinical Ops,1,88466,11,True
61613,HR,4,89523,13,False
707987,IT,5,133186,10,False
212820,Clinical Ops,5,120611,3,True
729527,HR,1,75373,14,True
97160,Clinical Ops,3,107685,5,True
520226,Clinical Ops,4,67942,5,False
38800,IT,2,129766,2,False
625270,IT,4,97783,1,False
595931,IT,5,68418,7,True
180971,HR,5,147152,12,True
86918,IT,4,142322,8,True
283299,Cloud Engineering,4,71230,11,False
760439,Finance,3,121243,8,True
9941,IT,3,125118,9,False
677393,HR,1,84239,7,True
835244,IT,1,83190,8,False
661624,Finance,2,98140,13,True
815743,IT,5,140216,13,True
178692,IT,5,98809,14,False
744437,Finance,5,102529,11,False
548688,Cloud Engineering,5,148488,4,True
601963,Cloud Engineering,1,76409,6,True
875267,Finance,2,66753,10,True
748462,Clinical Ops,2,90480,14,False
900285,IT,5,131408,4,True
568126,IT,4,139120,2,True
860674,HR,4,132877,11,True
964045,HR,2,70509,4,True
448876,IT,1,114460,14,False
870063,IT,4,99936,1,False
344873,HR,1,87400,6,True
590317,IT,1,125977,15,False
957782,HR,5,96013,12,False
788263,HR,2,112096,4,False
504698,Finance,5,100296,14,False
159091,Finance,3,137333,5,True
863520,Clinical Ops,5,64431,9,False
761299,Finance,5,89848,13,False
285849,Finance,2,146004,15,True
630020,HR,4,84041,2,True
889084,IT,4,115722,10,False
115285,HR,1,148049,7,True
124437,Clinical Ops,4,87170,5,True
798972,Cloud Engineering,3,95011,5,False
332504,Finance,2,136933,12,False
782566,Finance,2,85663,13,False
717480,IT,4,127442,9,False
243732,Clinical Ops,1,70971,3,True
605463,Finance,5,60800,2,False
617296,Cloud Engineering,4,120322,5,False
410103,Cloud Engineering,2,88023,11,True
974889,Cloud Engineering,2,82760,1,False
772763,HR,5,62129,13,True
396889,IT,1,100438,13,True
451539,Cloud Engineering,1,81427,15,False
327256,Cloud Engineering,1,114416,8,False
762199,Finance,3,104882,13,True
774846,Finance,5,97563,2,False
7770,Clinical Ops,5,75251,5,True
192433,IT,5,125354,6,True
460136,Clinical Ops,2,111064,2,False
487690,IT,5,97197,12,False
359820,Clinical Ops,4,74757,6,False
859142,Clinical Ops,2,101139,6,False
724943,Finance,2,99000,15,False
79988,HR,3,69329,12,False
623990,Finance,5,97693,11,True
437513,IT,4,103471,13,False
169188,HR,3,111147,4,False
874656,Cloud Engineering,4,137269,2,False
36336,Clinical Ops,2,104484,10,False
115167,HR,2,92746,4,False
518873,Cloud Engineering,3,112315,11,True
950137,Cloud Engineering,3,76296,2,False
592837,HR,5,82915,12,True
328877,Cloud Engineering,4,83771,7,False
728595,Finance,1,129478,10,True
859718,Clinical Ops,1,134165,5,True
783992,Clinical Ops,3,76357,15,False
821598,IT,3,69910,15,True
805423,Cloud Engineering,1,100263,8,True
196946,Clinical Ops,3,86563,5,False
772860,HR,3,134607,10,True
44551,Cloud Engineering,5,104160,15,False
194127,IT,1,131785,1,False
279663,IT,5,66085,6,True
519040,HR,2,127998,11,False
584812,Finance,5,107366,9,False
173718,Cloud Engineering,2,83408,5,False
398884,HR,2,108712,14,False
957477,Clinical Ops,1,119579,2,True
813462,Clinical Ops,2,127661,5,True
476111,Clinical Ops,5,76832,13,False
150855,IT,5,63323,8,False
615689,Clinical Ops,5,117126,6,False
834158,Finance,5,62136,13,False
887657,HR,2,94914,11,False
160343,HR,1,68787,4,False
777767,Finance,4,139846,1,True
722863,HR,4,76738,7,True
42788,HR,1,145084,13,True
734122,Clinical Ops,3,83279,9,True
303991,IT,2,91070,10,False
194164,Clinical Ops,4,70109,13,True
310099,Clinical Ops,3,98166,13,True
78342,Cloud Engineering,2,127468,6,True
309870,HR,2,74841,4,False
563435,Clinical Ops,4,96554,14,True
892572,IT,4,78128,6,True
540092,Finance,3,114666,12,False
868552,Clinical Ops,1,146524,14,False
668124,HR,3,134961,9,True
743812,Clinical Ops,2,111454,8,False
833580,Clinical Ops,3,115303,5,True
150158,Clinical Ops,3,63288,2,True
192490,Clinical Ops,5,87525,10,True
902264,IT,1,138109,9,False
40340,Clinical Ops,1,105002,10,True
591616,Finance,1,102357,12,False
381718,IT,2,121082,2,True
349971,Finance,4,101816,5,True
954650,Cloud Engineering,3,108688,15,True
682130,Clinical Ops,1,111988,12,False
43309,Finance,2,137134,12,False
828163,Clinical Ops,4,88362,8,False
801258,IT,4,99060,12,False
294614,HR,4,103816,4,False
942490,Clinical Ops,2,77167,5,True
920632,IT,1,65639,7,False
58246,IT,5,102913,14,False
261376,HR,3,81302,3,True
688943,IT,4,116143,11,False
198225,Finance,1,149047,8,True
413766,Cloud Engineering,1,127684,8,True
18308,Finance,5,136095,2,False
299334,HR,2,141548,11,False
775746,IT,2,90069,13,True
919614,Cloud Engineering,1,92763,8,True
731824,Clinical Ops,4,149597,8,False
298262,Finance,3,144003,6,False
488189,HR,5,138284,3,False
322791,Clinical Ops,3,96590,7,True
196124,HR,4,138165,14,True
744143,HR,4,118474,2,True
800430,HR,3,85447,13,True
341285,Clinical Ops,2,125402,1,True
205484,Cloud Engineering,1,117089,13,False
161429,HR,4,116952,9,True
364205,Finance,4,124916,13,True
287641,HR,1,80530,10,False
751954,Clinical Ops,4,81903,11,False
402602,IT,5,91735,9,True
608802,Clinical Ops,1,68005,9,False
297956,HR,2,71169,11,False
3965,Cloud Engineering,2,102567,7,True
241990,IT,4,106787,10,True
250103,Cloud Engineering,4,125668,10,True
932933,Clinical Ops,2,140359,5,False
196692,Finance,5,142950,8,True
922704,Cloud Engineering,3,79134,12,False
872514,Clinical Ops,1,76595,7,False
331629,IT,2,144432,13,False
87689,Finance,5,77831,2,False
421186,HR,4,135634,2,True
325407,Cloud Engineering,2,139060,11,True
557222,IT,4,102918,10,True
482174,HR,2,64192,15,False
336202,Finance,3,76834,15,False
330835,Finance,1,139127,2,True
713982,HR,2,120942,9,False
356433,HR,2,122104,9,False
215414,Clinical Ops,4,112336,14,True
337634,Clinical Ops,3,65838,8,True
344442,HR,4,121931,15,False
247896,HR,5,131933,4,False
670941,IT,1,92752,5,True
118000,Finance,3,119449,14,True
717988,HR,5,78923,11,False
222935,Clinical Ops,2,119143,11,False
446749,HR,3,139192,11,True
107298,Finance,2,82608,14,True
56413,Clinical Ops,4,126964,15,True
728357,Finance,2,77254,9,True
334036,Finance,3,140722,6,False
996786,Cloud Engineering,3,117522,3,False
663639,Cloud Engineering,5,76506,14,True
105890,Cloud Engineering,3,82249,6,False
242562,HR,1,67609,13,True
161397,Finance,2,98508,4,False
312822,IT,2,60298,8,False
363554,HR,5,128532,11,False
310703,Finance,4,114853,4,True
191896,Finance,2,91196,15,True
628082,Clinical Ops,4,96807,1,True
589017,Cloud Engineering,2,77486,3,True
595896,Clinical Ops,5,130297,2,True
363179,Cloud Engineering,4,137188,5,False
293162,Clinical Ops,1,112976,5,True
31503,Finance,4,81253,6,True
252781,HR,3,95995,9,True
169892,IT,3,106125,14,True
328539,IT,4,137390,14,True
937653,Clinical Ops,2,129685,9,False
85257,Finance,1,77958,5,False
861415,Cloud Engineering,4,121741,2,True
320586,Finance,2,81418,6,True
285034,HR,4,149121,11,False
855353,Clinical Ops,2,89312,10,True
574481,Finance,1,123899,9,False
931534,HR,2,103107,15,True
526713,Clinical Ops,2,119833,2,True
323423,HR,3,126530,11,True
607350,IT,4,117594,15,False
584215,IT,2,149223,8,True
852434,Finance,4,69860,6,False
458184,Cloud Engineering,1,66793,9,True
798562,Clinical Ops,2,96207,11,False
696816,Clinical Ops,2,62662,15,False
89077,Cloud Engineering,2,102294,6,True
455765,Cloud Engineering,4,146912,13,True
728705,Finance,5,110100,6,False
210515,Clinical Ops,5,115257,1,True
937449,Cloud Engineering,1,136218,9,False
289665,Cloud Engineering,5,88730,4,False
383898,HR,4,89919,6,False
757315,Clinical Ops,3,105789,1,False
405610,Finance,3,79504,11,False
686132,Cloud Engineering,5,123477,3,True
444723,Clinical Ops,1,111511,2,False
433907,HR,4,131712,14,False
861539,Clinical Ops,2,128386,3,False
830886,Clinical Ops,2,89469,2,False
424572,Cloud Engineering,3,72766,10,False
257718,IT,4,124387,8,True
577615,Clinical Ops,5,96613,4,True
516525,Cloud Engineering,2,114686,10,True
772394,Clinical Ops,3,111840,5,True
681158,IT,1,79617,14,False
990904,HR,2,75758,9,False
727421,IT,1,84574,14,False
186159,Finance,2,119485,1,False
651254,IT,3,84534,12,False
105885,Cloud Engineering,5,105545,10,True
947527,Finance,1,125532,5,True
381916,Finance,2,125598,10,False
644441,HR,5,143595,8,True
482359,Finance,1,65003,5,True
56020,IT,1,126716,1,False
63316,HR,5,123953,7,False
39999,Finance,3,141994,3,False
544350,Finance,5,94814,11,True
530969,Cloud Engineering,4,128501,13,False
967884,Finance,4,84188,4,False
201810,Clinical Ops,4,112229,1,False
618907,Clinical Ops,4,85675,12,False
4723,Finance,4,91298,11,False
148423,HR,2,114388,1,False
235202,HR,2,105370,13,False
534379,Finance,3,119867,10,False
301844,Clinical Ops,1,145601,13,True
13237,Clinical Ops,1,74257,4,False
987502,Finance,2,72495,2,True
858086,IT,3,142606,1,False
439176,HR,3,78900,7,False
590076,IT,4,149242,15,True
416342,Clinical Ops,5,73878,4,False
662651,Finance,5,88780,12,False
725926,Finance,4,65688,10,True
491530,Finance,3,127497,12,False
410609,Finance,5,102128,10,False
845770,Finance,2,122418,5,False
69652,Finance,4,141332,8,True
535632,HR,1,109681,11,True
800436,Cloud Engineering,3,116615,6,True
673733,Clinical Ops,5,140619,13,False
584840,IT,4,98229,2,True
765887,Finance,5,70817,3,False
30575,HR,4,94625,9,False
532855,IT,1,103317,7,True
812852,IT,5,71237,7,True
638550,Clinical Ops,1,76382,5,False
60938,HR,5,81363,2,False
142651,HR,2,76024,12,False
871682,Cloud Engineering,2,121751,14,True
872734,Finance,5,88915,12,True
8682,Cloud Engineering,3,71730,13,True
96683,Finance,5,87893,2,True
29358,Cloud Engineering,3,67179,6,True
805211,Cloud Engineering,4,139681,6,False
585505,Finance,1,106226,9,False
625964,IT,3,68211,14,True
85695,IT,5,109575,6,True
389776,Finance,4,87711,3,False
536157,Finance,1,109164,2,True
211871,HR,3,128723,13,True
384237,Finance,3,136848,9,True
347648,IT,5,90541,15,True
518916,Cloud Engineering,3,135745,13,False
360033,Cloud Engineering,4,141754,2,False
808633,HR,3,107680,10,False
416451,Cloud Engineering,3,99703,6,False
915050,Clinical Ops,2,137482,1,True
316453,HR,2,138203,1,False
363515,Cloud Engineering,5,131700,7,False
31806,HR,2,76463,1,True
211332,Finance,2,121546,10,False
927463,Finance,4,101424,14,False
227522,IT,2,62909,3,False
697908,IT,3,97344,10,True
292719,Finance,3,129600,7,True
501923,Cloud Engineering,3,66935,6,True
576560,Finance,4,101801,11,True
284099,Clinical Ops,1,81939,9,True
16549,IT,2,62557,11,False
64474,Cloud Engineering,5,89670,6,True
707259,Clinical Ops,2,124656,7,False
811857,Cloud Engineering,5,100446,1,True
101427,Clinical Ops,3,108781,10,True
717309,Cloud Engineering,3,112179,3,False
750028,Clinical Ops,4,73626,11,False
64287,Clinical Ops,5,127488,6,True
741359,Cloud Engineering,2,147001,2,True
265219,Cloud Engineering,5,144491,6,False
613612,Cloud Engineering,4,95967,14,True
143699,Cloud Engineering,5,86890,5,True
444746,Finance,1,64508,2,True
281153,Finance,1,106930,9,False
724183,Finance,4,100496,8,True
22299,Finance,2,130887,14,False
778504,Finance,4,146332,14,True
396923,Cloud Engineering,5,102322,6,True
100538,HR,1,149422,7,True
940667,Finance,3,61107,6,True
451108,IT,3,142005,9,True
988227,IT,3,104287,7,False
181833,HR,4,112819,15,True
783058,Finance,3,75916,4,True
938836,Clinical Ops,2,87548,14,False
277781,IT,4,84065,6,True
986679,Finance,3,140290,2,True
874718,Cloud Engineering,4,79535,15,True
712464,HR,1,101838,3,True
448136,HR,5,76422,3,False
54561,HR,1,145049,9,True
275594,Clinical Ops,4,65173,11,False
769308,Finance,5,97475,5,False
577920,HR,1,99080,2,False
84988,Cloud Engineering,3,143135,14,True
442138,HR,5,138050,1,False
610725,Cloud Engineering,2,148552,6,True
958986,IT,5,120227,5,True
597416,Clinical Ops,2,129166,5,True
280437,Clinical Ops,3,92001,15,False
199426,Finance,1,109822,11,False
874979,Finance,5,149286,9,False
834461,IT,1,122654,15,False
809809,Cloud Engineering,4,106652,9,False
574143,IT,1,145607,10,True
76707,Clinical Ops,4,67218,10,False
580889,Finance,3,129081,5,False
582969,IT,1,92231,11,True
20558,HR,3,102730,2,True
317880,Cloud Engineering,4,61421,5,True
610728,Cloud Engineering,1,60273,1,True
173526,IT,4,96485,8,True
571881,Clinical Ops,2,122559,11,False
343864,HR,2,147403,13,True
848171,Finance,3,67450,6,False
359322,HR,1,148953,9,False
262633,IT,5,121731,8,False
656766,HR,2,105335,13,False
987413,Cloud Engineering,1,101875,15,False
930917,Clinical Ops,4,135550,3,False
253241,IT,1,76349,15,False
107749,HR,3,79036,5,True
917201,Clinical Ops,4,123333,14,False
86872,IT,2,62233,10,True
342797,Finance,4,147868,4,True
789893,IT,3,66343,15,False
822531,Clinical Ops,1,73436,1,True
