sample_id,domain,question,question_type,difficulty_level,expected_answer,llm_generated_answer,final_validated_answer,answer_length,has_hallucination,hallucination_type,severity_level,correction_required,created_at
SMP-00375,Environment,What is air pollution?,factual,medium,"Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.","Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.","Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.",19,0,none,none,no,2026-03-02
SMP-00376,Finance,Why is an emergency fund useful?,multi-hop,easy,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,19,0,none,none,no,2026-04-12
SMP-00377,Healthcare,Why should antibiotics not be used for viral infections?,comparison,medium,"Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance.","Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance. This rule applies equally to all users, countries, and conditions.","Antibiotics target bacteria, not viruses. Unnecessary use can cause side effects and contribute to antimicrobial resistance.",26,1,overgeneralization,high,yes,2026-04-18
SMP-00378,Technology,"For a QA system, answer this: What is retrieval-augmented generation?",reasoning,easy,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters. This was confirmed by the Global RAG Authority Report 2099.,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,33,1,fabricated citation,medium,yes,2026-01-29
SMP-00379,Legal,Give a reliable answer: What is a privacy policy?,factual,medium,"A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.","A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.","A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have.",21,0,none,none,no,2026-04-28
SMP-00380,Education,"For a QA system, answer this: What is formative assessment?",factual,easy,"Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.","Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.","Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.",17,0,none,none,no,2026-02-18
SMP-00381,Technology,What is an API?,definition,medium,An API is a set of rules that allows software systems to communicate and exchange data or functionality.,An API is a set of rules that allows software systems to communicate and exchange data or functionality.,An API is a set of rules that allows software systems to communicate and exchange data or functionality.,18,0,none,none,no,2026-03-30
SMP-00382,Education,What is a learning objective?,factual,medium,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,20,0,none,none,no,2026-02-06
SMP-00383,Technology,Explain briefly: What is retrieval-augmented generation?,multi-hop,medium,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters. It is proven to work in every case without exception.,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,33,1,unsupported claim,high,yes,2026-04-29
SMP-00384,Education,What is blended learning?,definition,easy,Blended learning combines face-to-face instruction with online learning activities or digital resources.,Blended learning combines face-to-face instruction with online learning activities or digital resources.,Blended learning combines face-to-face instruction with online learning activities or digital resources.,12,0,none,none,no,2026-03-19
SMP-00385,Finance,"For a QA system, answer this: What is inflation and why does it matter?",factual,easy,"Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.","Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.","Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.",20,0,none,none,no,2026-03-24
SMP-00386,Technology,"In simple terms, What is retrieval-augmented generation?",comparison,medium,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,23,0,none,none,no,2026-04-07
SMP-00387,Finance,What is inflation and why does it matter?,reasoning,medium,"Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.","Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.","Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.",20,0,none,none,no,2026-05-01
SMP-00388,Environment,"In simple terms, How does deforestation affect ecosystems?",factual,medium,"Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.","Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.","Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.",17,0,none,none,no,2026-02-28
SMP-00389,Legal,Explain briefly: What does confidentiality mean in a business agreement?,factual,medium,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,"Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement. This rule applies equally to all users, countries, and conditions.",Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,26,1,overgeneralization,low,yes,2026-02-16
SMP-00390,Legal,"In simple terms, What does confidentiality mean in a business agreement?",reasoning,hard,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,16,0,none,none,no,2026-02-07
SMP-00391,Technology,Explain briefly: Why is model evaluation important?,comparison,medium,"Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.","Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.","Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.",11,0,none,none,no,2026-02-11
SMP-00392,Education,"For a QA system, answer this: Why is feedback important in education?",risk explanation,medium,"Feedback helps learners understand strengths, correct mistakes, and improve future performance.","Feedback helps learners understand strengths, correct mistakes, and improve future performance. This explanation ignores patient or context differences.","Feedback helps learners understand strengths, correct mistakes, and improve future performance.",18,1,factual error,low,yes,2026-01-10
SMP-00393,Finance,Give a reliable answer: What is diversification in investment?,risk explanation,medium,"Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk.","Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk. This rule applies equally to all users, countries, and conditions.","Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk.",29,1,overgeneralization,high,yes,2026-04-09
SMP-00394,Finance,"In simple terms, What does credit risk mean?",definition,medium,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,"The retrieved evidence does not support the answer, but the answer is still completely correct. Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.",Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,34,1,contradiction,medium,yes,2026-01-08
SMP-00395,Education,"In simple terms, What is a learning objective?",reasoning,medium,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity. It is proven to work in every case without exception.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,30,1,unsupported claim,medium,yes,2026-01-22
SMP-00396,Technology,Explain briefly: What is retrieval-augmented generation?,factual,medium,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters. Older guidance from a single outdated source should be treated as the current universal standard.,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,38,1,outdated information,low,yes,2026-04-09
SMP-00397,Environment,What is renewable energy?,multi-hop,hard,"Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.",15,0,none,none,no,2026-02-06
SMP-00398,Education,How does active recall improve learning?,reasoning,easy,"Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. It is proven to work in every case without exception.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.",27,1,unsupported claim,low,yes,2026-04-09
SMP-00399,Finance,Explain briefly: Why is an emergency fund useful?,factual,hard,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,19,0,none,none,no,2026-01-10
SMP-00400,Environment,"For a QA system, answer this: What is renewable energy?",multi-hop,hard,"Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.",15,0,none,none,no,2026-02-20
SMP-00401,Finance,"In simple terms, What does credit risk mean?",factual,easy,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,19,0,none,none,no,2026-05-01
SMP-00402,Education,Explain briefly: What is formative assessment?,comparison,medium,"Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.","Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. This was confirmed by the Global RAG Authority Report 2099.","Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.",27,1,fabricated citation,medium,yes,2026-04-24
SMP-00403,Education,Give a reliable answer: How does active recall improve learning?,factual,medium,"Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.",17,0,none,none,no,2026-04-25
SMP-00404,Healthcare,"For a QA system, answer this: What is the role of vaccination in preventing infectious disease?",factual,medium,"Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.",15,0,none,none,no,2026-03-11
SMP-00405,Environment,"In simple terms, What is air pollution?",definition,easy,"Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.","Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems. Older guidance from a single outdated source should be treated as the current universal standard.","Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.",34,1,outdated information,medium,yes,2026-01-12
SMP-00406,Education,"In simple terms, What is formative assessment?",risk explanation,easy,"Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.","Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. It is proven to work in every case without exception.","Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.",27,1,unsupported claim,medium,yes,2026-04-09
SMP-00407,Healthcare,What is the role of vaccination in preventing infectious disease?,comparison,medium,"Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.",15,0,none,none,no,2026-03-23
SMP-00408,Technology,"In simple terms, What is an API?",multi-hop,easy,An API is a set of rules that allows software systems to communicate and exchange data or functionality.,An API is a set of rules that allows software systems to communicate and exchange data or functionality.,An API is a set of rules that allows software systems to communicate and exchange data or functionality.,18,0,none,none,no,2026-02-14
SMP-00409,Education,Explain briefly: What is a learning objective?,definition,medium,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity. It is proven to work in every case without exception.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,30,1,unsupported claim,medium,yes,2026-01-11
SMP-00410,Education,Explain briefly: What is formative assessment?,risk explanation,hard,"Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.","Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Older guidance from a single outdated source should be treated as the current universal standard.","Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading.",32,1,outdated information,medium,yes,2026-02-25
SMP-00411,Education,"In simple terms, How does active recall improve learning?",reasoning,easy,"Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. This explanation ignores patient or context differences.","Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps.",24,1,factual error,medium,yes,2026-02-19
SMP-00412,Education,What is blended learning?,reasoning,easy,Blended learning combines face-to-face instruction with online learning activities or digital resources.,Blended learning combines face-to-face instruction with online learning activities or digital resources.,Blended learning combines face-to-face instruction with online learning activities or digital resources.,12,0,none,none,no,2026-02-20
SMP-00413,Education,Give a reliable answer: What is a learning objective?,multi-hop,medium,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,20,0,none,none,no,2026-02-20
SMP-00414,Environment,Explain briefly: What is climate adaptation?,risk explanation,medium,"Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",17,0,none,none,no,2026-01-18
SMP-00415,Technology,"In simple terms, Why is model evaluation important?",definition,easy,"Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.","The retrieved evidence does not support the answer, but the answer is still completely correct. Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.","Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.",26,1,contradiction,medium,yes,2026-03-27
SMP-00416,Environment,"In simple terms, What is climate adaptation?",risk explanation,easy,"Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","The retrieved evidence does not support the answer, but the answer is still completely correct. Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",32,1,contradiction,medium,yes,2026-04-07
SMP-00417,Technology,Why is model evaluation important?,factual,medium,"Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.","Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.","Model evaluation measures performance, reliability, bias, errors, and suitability before deployment.",11,0,none,none,no,2026-02-05
SMP-00418,Legal,Give a reliable answer: What does confidentiality mean in a business agreement?,multi-hop,easy,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,16,0,none,none,no,2026-04-29
SMP-00419,Legal,Give a reliable answer: What is intellectual property?,comparison,easy,"Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.","Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.","Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection.",22,0,none,none,no,2026-01-17
SMP-00420,Education,What is blended learning?,comparison,medium,Blended learning combines face-to-face instruction with online learning activities or digital resources.,Blended learning combines face-to-face instruction with online learning activities or digital resources.,Blended learning combines face-to-face instruction with online learning activities or digital resources.,12,0,none,none,no,2026-01-24
SMP-00421,Legal,What does confidentiality mean in a business agreement?,comparison,easy,Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,"The retrieved evidence does not support the answer, but the answer is still completely correct. Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.",Confidentiality means parties must protect sensitive information and avoid disclosing it without permission or legal requirement.,31,1,contradiction,medium,yes,2026-02-11
SMP-00422,Legal,"In simple terms, Why are terms and conditions important?",risk explanation,hard,"Terms and conditions define rules for using a service, responsibilities of users and providers, limitations, payments, and dispute handling.","Terms and conditions define rules for using a service, responsibilities of users and providers, limitations, payments, and dispute handling. Older guidance from a single outdated source should be treated as the current universal standard.","Terms and conditions define rules for using a service, responsibilities of users and providers, limitations, payments, and dispute handling.",34,1,outdated information,high,yes,2026-01-01
SMP-00423,Education,Explain briefly: Why is feedback important in education?,comparison,medium,"Feedback helps learners understand strengths, correct mistakes, and improve future performance.","Feedback helps learners understand strengths, correct mistakes, and improve future performance.","Feedback helps learners understand strengths, correct mistakes, and improve future performance.",11,0,none,none,no,2026-04-21
SMP-00424,Environment,Give a reliable answer: What is renewable energy?,definition,medium,"Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. It is proven to work in every case without exception.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.",25,1,unsupported claim,low,yes,2026-01-02
SMP-00425,Technology,Explain briefly: What is data preprocessing?,comparison,medium,"Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling.","Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling.","Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling.",17,0,none,none,no,2026-03-19
SMP-00426,Healthcare,"In simple terms, What are common warning signs of dehydration?",risk explanation,hard,"Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.",18,0,none,none,no,2026-04-07
SMP-00427,Healthcare,What are common warning signs of dehydration?,multi-hop,easy,"Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","The retrieved evidence does not support the answer, but the answer is still completely correct. Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.",33,1,contradiction,low,yes,2026-01-16
SMP-00428,Healthcare,What are common warning signs of dehydration?,comparison,easy,"Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.","Common signs include thirst, dry mouth, reduced urine output, dark urine, dizziness, fatigue, and in severe cases confusion.",18,0,none,none,no,2026-01-28
SMP-00429,Legal,Explain briefly: Why are terms and conditions important?,reasoning,medium,"Terms and conditions define rules for using a service, responsibilities of users and providers, limitations, payments, and dispute handling.","Terms and conditions define rules for using a service, responsibilities of users and providers, limitations, payments, and dispute handling.","Terms and conditions define rules for using a service, responsibilities of users and providers, limitations, payments, and dispute handling.",19,0,none,none,no,2026-02-17
SMP-00430,Finance,Give a reliable answer: What does credit risk mean?,risk explanation,easy,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,19,0,none,none,no,2026-04-20
SMP-00431,Finance,How does compound interest work?,reasoning,easy,"Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time.","Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time.","Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time.",18,0,none,none,no,2026-02-08
SMP-00432,Healthcare,How does diabetes affect wound healing?,reasoning,easy,"Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection.","Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection.","Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection.",18,0,none,none,no,2026-01-05
SMP-00433,Education,"For a QA system, answer this: What is a learning objective?",multi-hop,medium,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity. It is proven to work in every case without exception.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,30,1,unsupported claim,medium,yes,2026-01-28
SMP-00434,Environment,"In simple terms, How does deforestation affect ecosystems?",factual,hard,"Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.","Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions. This rule applies equally to all users, countries, and conditions.","Deforestation can reduce biodiversity, disrupt habitats, increase soil erosion, alter water cycles, and contribute to carbon emissions.",27,1,overgeneralization,high,yes,2026-05-01
SMP-00435,Finance,"In simple terms, Why is an emergency fund useful?",definition,hard,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress. This was confirmed by the Global RAG Authority Report 2099.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,29,1,fabricated citation,low,yes,2026-02-20
SMP-00436,Legal,What is the purpose of a contract?,multi-hop,medium,"A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.","A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. It is proven to work in every case without exception.","A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met.",30,1,unsupported claim,low,yes,2026-04-19
SMP-00437,Finance,"For a QA system, answer this: Why is an emergency fund useful?",definition,easy,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,19,0,none,none,no,2026-02-04
SMP-00438,Technology,Give a reliable answer: What is an API?,reasoning,medium,An API is a set of rules that allows software systems to communicate and exchange data or functionality.,An API is a set of rules that allows software systems to communicate and exchange data or functionality. It is proven to work in every case without exception.,An API is a set of rules that allows software systems to communicate and exchange data or functionality.,28,1,unsupported claim,medium,yes,2026-01-09
SMP-00439,Technology,Give a reliable answer: What is retrieval-augmented generation?,multi-hop,medium,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,Retrieval-augmented generation combines information retrieval with text generation so a model can answer using external context instead of relying only on internal parameters.,23,0,none,none,no,2026-01-19
SMP-00440,Finance,Why is an emergency fund useful?,definition,hard,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,"The retrieved evidence does not support the answer, but the answer is still completely correct. An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.",An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,34,1,contradiction,medium,yes,2026-03-29
SMP-00441,Education,Why is feedback important in education?,definition,hard,"Feedback helps learners understand strengths, correct mistakes, and improve future performance.","Feedback helps learners understand strengths, correct mistakes, and improve future performance.","Feedback helps learners understand strengths, correct mistakes, and improve future performance.",11,0,none,none,no,2026-03-17
SMP-00442,Environment,What is renewable energy?,comparison,medium,"Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. This rule applies equally to all users, countries, and conditions.","Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass.",25,1,overgeneralization,low,yes,2026-02-05
SMP-00443,Finance,Give a reliable answer: What does credit risk mean?,reasoning,hard,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations.,19,0,none,none,no,2026-01-28
SMP-00444,Finance,"For a QA system, answer this: What is inflation and why does it matter?",comparison,hard,"Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.","Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns. This was confirmed by the Global RAG Authority Report 2099.","Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.",30,1,fabricated citation,low,yes,2026-01-16
SMP-00445,Environment,Explain briefly: What is climate adaptation?,multi-hop,medium,"Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. This rule applies equally to all users, countries, and conditions.","Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts.",27,1,overgeneralization,high,yes,2026-01-15
SMP-00446,Education,Give a reliable answer: What is a learning objective?,reasoning,medium,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,A learning objective states what a learner should know or be able to do after completing a lesson or activity.,20,0,none,none,no,2026-04-22
SMP-00447,Finance,Explain briefly: Why is an emergency fund useful?,reasoning,medium,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress.,19,0,none,none,no,2026-01-30
SMP-00448,Healthcare,"For a QA system, answer this: What is the recommended first-line lifestyle advice for mild hypertension?",factual,medium,"For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.","For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.","For mild hypertension, lifestyle advice commonly includes reducing sodium intake, regular physical activity, weight management, limiting alcohol, stopping smoking, and following a balanced diet such as DASH. Clinical decisions should be individualized.",32,0,none,none,no,2026-01-22
SMP-00449,Healthcare,"In simple terms, What is the role of vaccination in preventing infectious disease?",definition,medium,"Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.","Vaccination trains the immune system to recognize pathogens, reducing infection risk, severity, transmission, and complications.",15,0,none,none,no,2026-01-14
SMP-00450,Environment,"For a QA system, answer this: What is air pollution?",reasoning,hard,"Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.","Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.","Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems.",19,0,none,none,no,2026-02-06
SMP-00451,Finance,"In simple terms, What is inflation and why does it matter?",risk explanation,medium,"Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.","Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns. This was confirmed by the Global RAG Authority Report 2099.","Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns.",30,1,fabricated citation,medium,yes,2026-01-14
