evidence_id,sample_id,retrieved_doc_id,retrieved_text_chunk,chunk_rank,similarity_score,source_type,source_reliability,evidence_relevance,supports_answer,contradicts_answer
EVD-00457-2,SMP-00457,DOC-0093,"Technology Reference Note 093: Why is model evaluation important. Evidence summary: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. Validation note: answer claims should remain limited to what this chunk supports.",2,0.895,domain reference summary,high,relevant,yes,no
EVD-00457-3,SMP-00457,DOC-0018,"Technology Reference Note 018: Why is model evaluation important. Evidence summary: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. Validation note: answer claims should remain limited to what this chunk supports.",3,0.424,curated knowledge card,medium,relevant,yes,no
EVD-00458-1,SMP-00458,DOC-0001,"Environment Reference Note 001: What is renewable energy. Evidence summary: Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems. Validation note: answer claims should remain limited to what this chunk supports.",1,0.721,synthetic policy brief,medium,relevant,yes,no
EVD-00458-2,SMP-00458,DOC-0034,"Environment Reference Note 034: What is renewable energy. Evidence summary: Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems. Validation note: answer claims should remain limited to what this chunk supports.",2,0.491,open educational note,high,relevant,yes,no
EVD-00458-3,SMP-00458,DOC-0078,"Environment Reference Note 078: How does deforestation affect ecosystems. Evidence summary: Air pollution is the presence of harmful substances in the air that can affect health, climate, visibility, and ecosystems. Validation note: answer claims should remain limited to what this chunk supports.",3,0.517,open educational note,medium,relevant,yes,no
EVD-00459-1,SMP-00459,DOC-0027,"Healthcare Reference Note 027: What is the role of vaccination in preventing infectio. Evidence summary: Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection. Validation note: answer claims should remain limited to what this chunk supports.",1,0.715,synthetic policy brief,high,relevant,yes,no
EVD-00459-2,SMP-00459,DOC-0106,"Healthcare Reference Note 106: Why should antibiotics not be used for viral infection. Evidence summary: Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection. Validation note: answer claims should remain limited to what this chunk supports.",2,0.431,curated knowledge card,medium,relevant,yes,no
EVD-00459-3,SMP-00459,DOC-0050,"Healthcare Reference Note 050: What are common warning signs of dehydration. Evidence summary: Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection. Validation note: answer claims should remain limited to what this chunk supports.",3,0.397,curated knowledge card,high,irrelevant,no,no
EVD-00460-1,SMP-00460,DOC-0021,"Technology Reference Note 021: What is an API. Evidence summary: Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling. Validation note: answer claims should remain limited to what this chunk supports.",1,0.828,domain reference summary,medium,relevant,yes,no
EVD-00460-2,SMP-00460,DOC-0036,"Technology Reference Note 036: What is a vector database used for. Evidence summary: Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling. Validation note: answer claims should remain limited to what this chunk supports.",2,0.427,curated knowledge card,high,partially relevant,no,no
EVD-00460-3,SMP-00460,DOC-0054,"Technology Reference Note 054: What is retrieval-augmented generation. Evidence summary: Data preprocessing prepares raw data through cleaning, formatting, normalization, encoding, and feature creation before analysis or modeling. Validation note: answer claims should remain limited to what this chunk supports.",3,0.507,synthetic policy brief,medium,irrelevant,no,no
EVD-00461-1,SMP-00461,DOC-0078,"Environment Reference Note 078: How does deforestation affect ecosystems. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",1,0.547,open educational note,high,relevant,yes,no
EVD-00461-2,SMP-00461,DOC-0101,"Environment Reference Note 101: What is renewable energy. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",2,0.611,public-domain style explainer,medium,relevant,yes,no
EVD-00461-3,SMP-00461,DOC-0084,"Environment Reference Note 084: What is climate adaptation. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",3,0.731,domain reference summary,high,relevant,yes,no
EVD-00462-1,SMP-00462,DOC-0113,"Finance Reference Note 113: Why is an emergency fund useful. Evidence summary: Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns. Validation note: answer claims should remain limited to what this chunk supports.",1,0.559,domain reference summary,low,partially relevant,yes,no
EVD-00462-2,SMP-00462,DOC-0037,"Finance Reference Note 037: What is diversification in investment. Evidence summary: Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns. Validation note: answer claims should remain limited to what this chunk supports.",2,0.802,public-domain style explainer,medium,relevant,yes,no
EVD-00462-3,SMP-00462,DOC-0031,"Finance Reference Note 031: What is inflation and why does it matter. Evidence summary: Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns. Validation note: answer claims should remain limited to what this chunk supports.",3,0.618,open educational note,medium,irrelevant,yes,no
EVD-00463-1,SMP-00463,DOC-0042,Education Reference Note 042: What is blended learning. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,1,0.555,synthetic policy brief,medium,relevant,yes,no
EVD-00463-2,SMP-00463,DOC-0068,Education Reference Note 068: What is formative assessment. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,2,0.621,public-domain style explainer,low,relevant,yes,no
EVD-00463-3,SMP-00463,DOC-0096,Education Reference Note 096: How does active recall improve learning. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,3,0.539,open educational note,medium,relevant,yes,no
EVD-00464-1,SMP-00464,DOC-0087,"Environment Reference Note 087: What is climate adaptation. Evidence summary: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. Validation note: answer claims should remain limited to what this chunk supports.",1,0.849,curated knowledge card,medium,relevant,yes,yes
EVD-00464-2,SMP-00464,DOC-0078,"Environment Reference Note 078: How does deforestation affect ecosystems. Evidence summary: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. Validation note: answer claims should remain limited to what this chunk supports.",2,0.796,synthetic policy brief,high,relevant,yes,no
EVD-00464-3,SMP-00464,DOC-0082,"Environment Reference Note 082: How does deforestation affect ecosystems. Evidence summary: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. Validation note: answer claims should remain limited to what this chunk supports.",3,0.802,domain reference summary,high,relevant,yes,no
EVD-00465-1,SMP-00465,DOC-0086,"Environment Reference Note 086: What is air pollution. Evidence summary: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. Validation note: answer claims should remain limited to what this chunk supports.",1,0.713,public-domain style explainer,medium,relevant,yes,no
EVD-00465-2,SMP-00465,DOC-0022,"Environment Reference Note 022: What is renewable energy. Evidence summary: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. Validation note: answer claims should remain limited to what this chunk supports.",2,0.596,open educational note,high,relevant,no,no
EVD-00465-3,SMP-00465,DOC-0014,"Environment Reference Note 014: What is climate adaptation. Evidence summary: Climate adaptation means adjusting systems, infrastructure, and behavior to reduce harm from current or expected climate impacts. Validation note: answer claims should remain limited to what this chunk supports.",3,0.452,synthetic policy brief,low,relevant,yes,no
EVD-00466-1,SMP-00466,DOC-0042,"Education Reference Note 042: What is blended learning. Evidence summary: Feedback helps learners understand strengths, correct mistakes, and improve future performance. Validation note: answer claims should remain limited to what this chunk supports.",1,0.527,curated knowledge card,high,partially relevant,yes,no
EVD-00466-2,SMP-00466,DOC-0008,"Education Reference Note 008: What is formative assessment. Evidence summary: Feedback helps learners understand strengths, correct mistakes, and improve future performance. Validation note: answer claims should remain limited to what this chunk supports.",2,0.625,curated knowledge card,medium,partially relevant,no,no
EVD-00466-3,SMP-00466,DOC-0076,"Education Reference Note 076: What is blended learning. Evidence summary: Feedback helps learners understand strengths, correct mistakes, and improve future performance. Validation note: answer claims should remain limited to what this chunk supports.",3,0.537,open educational note,medium,partially relevant,yes,no
EVD-00467-1,SMP-00467,DOC-0020,"Finance Reference Note 020: How does compound interest work. Evidence summary: Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time. Validation note: answer claims should remain limited to what this chunk supports.",1,0.896,open educational note,high,relevant,yes,no
EVD-00467-2,SMP-00467,DOC-0088,"Finance Reference Note 088: What does credit risk mean. Evidence summary: Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time. Validation note: answer claims should remain limited to what this chunk supports.",2,0.531,curated knowledge card,high,partially relevant,yes,no
EVD-00467-3,SMP-00467,DOC-0116,"Finance Reference Note 116: What is diversification in investment. Evidence summary: Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time. Validation note: answer claims should remain limited to what this chunk supports.",3,0.484,curated knowledge card,high,relevant,yes,no
EVD-00468-1,SMP-00468,DOC-0056,Education Reference Note 056: What is blended learning. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,1,0.813,public-domain style explainer,high,relevant,yes,no
EVD-00468-2,SMP-00468,DOC-0063,Education Reference Note 063: What is blended learning. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,2,0.612,domain reference summary,low,relevant,yes,no
EVD-00468-3,SMP-00468,DOC-0042,Education Reference Note 042: What is blended learning. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,3,0.736,public-domain style explainer,medium,relevant,yes,no
EVD-00469-1,SMP-00469,DOC-0032,"Technology Reference Note 032: What is an API. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",1,0.787,curated knowledge card,high,relevant,yes,no
EVD-00469-2,SMP-00469,DOC-0047,"Technology Reference Note 047: What is data preprocessing. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",2,0.893,domain reference summary,medium,partially relevant,yes,no
EVD-00469-3,SMP-00469,DOC-0009,"Technology Reference Note 009: What is a vector database used for. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",3,0.486,curated knowledge card,high,relevant,yes,no
EVD-00470-1,SMP-00470,DOC-0084,"Environment Reference Note 084: What is climate adaptation. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",1,0.516,open educational note,high,relevant,yes,no
EVD-00470-2,SMP-00470,DOC-0060,"Environment Reference Note 060: What is climate adaptation. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",2,0.552,open educational note,medium,relevant,yes,no
EVD-00470-3,SMP-00470,DOC-0087,"Environment Reference Note 087: What is climate adaptation. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",3,0.455,public-domain style explainer,high,relevant,yes,no
EVD-00471-1,SMP-00471,DOC-0016,"Environment Reference Note 016: What is climate adaptation. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",1,0.877,domain reference summary,medium,relevant,yes,no
EVD-00471-2,SMP-00471,DOC-0120,"Environment Reference Note 120: How does deforestation affect ecosystems. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",2,0.497,synthetic policy brief,medium,partially relevant,yes,no
EVD-00471-3,SMP-00471,DOC-0012,"Environment Reference Note 012: What is renewable energy. Evidence summary: Renewable energy comes from naturally replenished sources such as solar, wind, hydro, geothermal, and biomass. Validation note: answer claims should remain limited to what this chunk supports.",3,0.83,open educational note,medium,partially relevant,yes,no
EVD-00472-1,SMP-00472,DOC-0008,"Education Reference Note 008: What is formative assessment. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",1,0.912,domain reference summary,medium,relevant,yes,no
EVD-00472-2,SMP-00472,DOC-0070,"Education Reference Note 070: What is formative assessment. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",2,0.542,synthetic policy brief,high,relevant,yes,no
EVD-00472-3,SMP-00472,DOC-0115,"Education Reference Note 115: How does active recall improve learning. Evidence summary: Active recall improves learning by making students retrieve information from memory, strengthening retention and revealing knowledge gaps. Validation note: answer claims should remain limited to what this chunk supports.",3,0.78,curated knowledge card,high,partially relevant,yes,no
EVD-00473-1,SMP-00473,DOC-0037,Finance Reference Note 037: What is diversification in investment. Evidence summary: An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress. Validation note: answer claims should remain limited to what this chunk supports.,1,0.484,synthetic policy brief,medium,relevant,yes,no
EVD-00473-2,SMP-00473,DOC-0004,Finance Reference Note 004: Why is an emergency fund useful. Evidence summary: An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress. Validation note: answer claims should remain limited to what this chunk supports.,2,0.562,curated knowledge card,medium,partially relevant,no,no
EVD-00473-3,SMP-00473,DOC-0004,Finance Reference Note 004: Why is an emergency fund useful. Evidence summary: An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress. Validation note: answer claims should remain limited to what this chunk supports.,3,0.767,domain reference summary,high,relevant,yes,no
EVD-00474-1,SMP-00474,DOC-0060,"Environment Reference Note 060: What is climate adaptation. Evidence summary: Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities. Validation note: answer claims should remain limited to what this chunk supports.",1,0.522,synthetic policy brief,high,partially relevant,yes,no
EVD-00474-2,SMP-00474,DOC-0062,"Environment Reference Note 062: What is climate adaptation. Evidence summary: Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities. Validation note: answer claims should remain limited to what this chunk supports.",2,0.594,curated knowledge card,medium,irrelevant,yes,no
EVD-00474-3,SMP-00474,DOC-0062,"Environment Reference Note 062: What is climate adaptation. Evidence summary: Water conservation helps protect limited freshwater resources, reduce energy use, and support ecosystems and communities. Validation note: answer claims should remain limited to what this chunk supports.",3,0.739,public-domain style explainer,medium,relevant,yes,no
EVD-00475-1,SMP-00475,DOC-0059,"Legal Reference Note 059: What is a privacy policy. Evidence summary: A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have. Validation note: answer claims should remain limited to what this chunk supports.",1,0.821,domain reference summary,high,relevant,yes,yes
EVD-00475-2,SMP-00475,DOC-0074,"Legal Reference Note 074: What is the purpose of a contract. Evidence summary: A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have. Validation note: answer claims should remain limited to what this chunk supports.",2,0.431,open educational note,low,partially relevant,yes,no
EVD-00475-3,SMP-00475,DOC-0080,"Legal Reference Note 080: What is a privacy policy. Evidence summary: A privacy policy explains what personal data is collected, how it is used, stored, shared, and what rights users may have. Validation note: answer claims should remain limited to what this chunk supports.",3,0.43,public-domain style explainer,medium,partially relevant,no,no
EVD-00476-1,SMP-00476,DOC-0056,"Education Reference Note 056: What is blended learning. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",1,0.795,open educational note,medium,relevant,yes,no
EVD-00476-2,SMP-00476,DOC-0112,"Education Reference Note 112: What is formative assessment. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",2,0.463,synthetic policy brief,low,partially relevant,yes,no
EVD-00476-3,SMP-00476,DOC-0013,"Education Reference Note 013: Why is feedback important in education. Evidence summary: Formative assessment is ongoing evaluation during learning, used to provide feedback and improve understanding before final grading. Validation note: answer claims should remain limited to what this chunk supports.",3,0.646,open educational note,low,relevant,yes,no
EVD-00477-1,SMP-00477,DOC-0026,"Technology Reference Note 026: What is data preprocessing. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",1,0.647,public-domain style explainer,medium,partially relevant,no,no
EVD-00477-2,SMP-00477,DOC-0089,"Technology Reference Note 089: What is a vector database used for. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",2,0.826,curated knowledge card,high,partially relevant,no,no
EVD-00477-3,SMP-00477,DOC-0036,"Technology Reference Note 036: What is a vector database used for. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",3,0.377,curated knowledge card,high,relevant,yes,yes
EVD-00478-1,SMP-00478,DOC-0108,Education Reference Note 108: What is a learning objective. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,1,0.925,domain reference summary,medium,relevant,yes,no
EVD-00478-2,SMP-00478,DOC-0108,Education Reference Note 108: What is a learning objective. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,2,0.734,open educational note,medium,partially relevant,yes,no
EVD-00478-3,SMP-00478,DOC-0070,Education Reference Note 070: What is formative assessment. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,3,0.573,public-domain style explainer,low,relevant,no,no
EVD-00479-1,SMP-00479,DOC-0051,"Healthcare Reference Note 051: Why should antibiotics not be used for viral infection. Evidence summary: Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection. Validation note: answer claims should remain limited to what this chunk supports.",1,0.821,curated knowledge card,medium,relevant,yes,no
EVD-00479-2,SMP-00479,DOC-0106,"Healthcare Reference Note 106: Why should antibiotics not be used for viral infection. Evidence summary: Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection. Validation note: answer claims should remain limited to what this chunk supports.",2,0.606,domain reference summary,high,relevant,yes,yes
EVD-00479-3,SMP-00479,DOC-0035,"Healthcare Reference Note 035: What are common warning signs of dehydration. Evidence summary: Diabetes may delay wound healing through impaired blood flow, reduced immune response, neuropathy, and higher risk of infection. Validation note: answer claims should remain limited to what this chunk supports.",3,0.427,curated knowledge card,high,relevant,yes,yes
EVD-00480-1,SMP-00480,DOC-0049,Finance Reference Note 049: What is diversification in investment. Evidence summary: An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress. Validation note: answer claims should remain limited to what this chunk supports.,1,0.723,synthetic policy brief,medium,relevant,yes,no
EVD-00480-2,SMP-00480,DOC-0031,Finance Reference Note 031: What is inflation and why does it matter. Evidence summary: An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress. Validation note: answer claims should remain limited to what this chunk supports.,2,0.613,public-domain style explainer,medium,relevant,yes,yes
EVD-00480-3,SMP-00480,DOC-0031,Finance Reference Note 031: What is inflation and why does it matter. Evidence summary: An emergency fund provides readily available savings for unexpected expenses and can reduce reliance on debt during financial stress. Validation note: answer claims should remain limited to what this chunk supports.,3,0.556,open educational note,high,relevant,yes,no
EVD-00481-1,SMP-00481,DOC-0054,Technology Reference Note 054: What is retrieval-augmented generation. Evidence summary: An API is a set of rules that allows software systems to communicate and exchange data or functionality. Validation note: answer claims should remain limited to what this chunk supports.,1,0.826,public-domain style explainer,high,partially relevant,no,no
EVD-00481-2,SMP-00481,DOC-0032,Technology Reference Note 032: What is an API. Evidence summary: An API is a set of rules that allows software systems to communicate and exchange data or functionality. Validation note: answer claims should remain limited to what this chunk supports.,2,0.579,synthetic policy brief,medium,relevant,no,no
EVD-00481-3,SMP-00481,DOC-0085,Technology Reference Note 085: What is an API. Evidence summary: An API is a set of rules that allows software systems to communicate and exchange data or functionality. Validation note: answer claims should remain limited to what this chunk supports.,3,0.78,open educational note,high,partially relevant,no,no
EVD-00482-1,SMP-00482,DOC-0041,"Finance Reference Note 041: What is inflation and why does it matter. Evidence summary: Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time. Validation note: answer claims should remain limited to what this chunk supports.",1,0.83,public-domain style explainer,high,relevant,yes,no
EVD-00482-2,SMP-00482,DOC-0111,"Finance Reference Note 111: How does compound interest work. Evidence summary: Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time. Validation note: answer claims should remain limited to what this chunk supports.",2,0.768,curated knowledge card,medium,relevant,yes,no
EVD-00482-3,SMP-00482,DOC-0004,"Finance Reference Note 004: Why is an emergency fund useful. Evidence summary: Compound interest adds interest to the principal and previously earned interest, so money can grow faster over time. Validation note: answer claims should remain limited to what this chunk supports.",3,0.646,public-domain style explainer,medium,relevant,yes,no
EVD-00483-1,SMP-00483,DOC-0006,"Legal Reference Note 006: What is the purpose of a contract. Evidence summary: Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection. Validation note: answer claims should remain limited to what this chunk supports.",1,0.525,open educational note,medium,relevant,yes,yes
EVD-00483-2,SMP-00483,DOC-0024,"Legal Reference Note 024: What is a privacy policy. Evidence summary: Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection. Validation note: answer claims should remain limited to what this chunk supports.",2,0.547,open educational note,high,relevant,yes,no
EVD-00483-3,SMP-00483,DOC-0080,"Legal Reference Note 080: What is a privacy policy. Evidence summary: Intellectual property refers to creations of the mind such as inventions, designs, trademarks, written works, and software that may receive legal protection. Validation note: answer claims should remain limited to what this chunk supports.",3,0.743,synthetic policy brief,medium,partially relevant,no,no
EVD-00484-1,SMP-00484,DOC-0109,"Legal Reference Note 109: What is the purpose of a contract. Evidence summary: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. Validation note: answer claims should remain limited to what this chunk supports.",1,0.709,curated knowledge card,medium,relevant,yes,no
EVD-00484-2,SMP-00484,DOC-0073,"Legal Reference Note 073: What is a privacy policy. Evidence summary: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. Validation note: answer claims should remain limited to what this chunk supports.",2,0.751,synthetic policy brief,high,relevant,yes,no
EVD-00484-3,SMP-00484,DOC-0077,"Legal Reference Note 077: What is the purpose of a contract. Evidence summary: A contract records an agreement between parties, outlining duties, rights, payment terms, timelines, and remedies if obligations are not met. Validation note: answer claims should remain limited to what this chunk supports.",3,0.766,domain reference summary,medium,relevant,yes,no
EVD-00485-1,SMP-00485,DOC-0117,"Technology Reference Note 117: What is retrieval-augmented generation. Evidence summary: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. Validation note: answer claims should remain limited to what this chunk supports.",1,0.629,synthetic policy brief,high,relevant,no,yes
EVD-00485-2,SMP-00485,DOC-0117,"Technology Reference Note 117: What is retrieval-augmented generation. Evidence summary: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. Validation note: answer claims should remain limited to what this chunk supports.",2,0.48,domain reference summary,medium,partially relevant,yes,no
EVD-00485-3,SMP-00485,DOC-0021,"Technology Reference Note 021: What is an API. Evidence summary: Model evaluation measures performance, reliability, bias, errors, and suitability before deployment. Validation note: answer claims should remain limited to what this chunk supports.",3,0.47,public-domain style explainer,high,irrelevant,yes,no
EVD-00486-1,SMP-00486,DOC-0037,"Finance Reference Note 037: What is diversification in investment. Evidence summary: Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk. Validation note: answer claims should remain limited to what this chunk supports.",1,0.599,public-domain style explainer,medium,partially relevant,yes,no
EVD-00486-2,SMP-00486,DOC-0019,"Finance Reference Note 019: Why is an emergency fund useful. Evidence summary: Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk. Validation note: answer claims should remain limited to what this chunk supports.",2,0.701,domain reference summary,medium,partially relevant,yes,no
EVD-00486-3,SMP-00486,DOC-0020,"Finance Reference Note 020: How does compound interest work. Evidence summary: Diversification means spreading investments across different assets, sectors, or regions to reduce exposure to a single source of risk. Validation note: answer claims should remain limited to what this chunk supports.",3,0.688,synthetic policy brief,high,relevant,yes,no
EVD-00487-1,SMP-00487,DOC-0091,"Technology Reference Note 091: What is an API. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",1,0.646,public-domain style explainer,high,relevant,yes,no
EVD-00487-2,SMP-00487,DOC-0018,"Technology Reference Note 018: Why is model evaluation important. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",2,0.542,curated knowledge card,low,relevant,yes,no
EVD-00487-3,SMP-00487,DOC-0030,"Technology Reference Note 030: What is an API. Evidence summary: A vector database stores embeddings and supports similarity search, helping systems retrieve semantically related text, images, or other data. Validation note: answer claims should remain limited to what this chunk supports.",3,0.541,public-domain style explainer,medium,relevant,yes,no
EVD-00488-1,SMP-00488,DOC-0097,"Finance Reference Note 097: What is inflation and why does it matter. Evidence summary: Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns. Validation note: answer claims should remain limited to what this chunk supports.",1,0.597,domain reference summary,low,relevant,no,no
EVD-00488-2,SMP-00488,DOC-0111,"Finance Reference Note 111: How does compound interest work. Evidence summary: Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns. Validation note: answer claims should remain limited to what this chunk supports.",2,0.736,open educational note,medium,relevant,yes,no
EVD-00488-3,SMP-00488,DOC-0040,"Finance Reference Note 040: How does compound interest work. Evidence summary: Inflation is the general rise in prices over time. It reduces purchasing power and affects savings, wages, and investment returns. Validation note: answer claims should remain limited to what this chunk supports.",3,0.689,synthetic policy brief,high,relevant,yes,no
EVD-00489-1,SMP-00489,DOC-0076,Education Reference Note 076: What is blended learning. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,1,0.749,synthetic policy brief,high,relevant,yes,no
EVD-00489-2,SMP-00489,DOC-0108,Education Reference Note 108: What is a learning objective. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,2,0.47,open educational note,medium,relevant,yes,no
EVD-00489-3,SMP-00489,DOC-0094,Education Reference Note 094: What is blended learning. Evidence summary: Blended learning combines face-to-face instruction with online learning activities or digital resources. Validation note: answer claims should remain limited to what this chunk supports.,3,0.783,public-domain style explainer,high,relevant,yes,no
EVD-00490-1,SMP-00490,DOC-0097,Finance Reference Note 097: What is inflation and why does it matter. Evidence summary: Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations. Validation note: answer claims should remain limited to what this chunk supports.,1,0.659,domain reference summary,medium,relevant,yes,yes
EVD-00490-2,SMP-00490,DOC-0020,Finance Reference Note 020: How does compound interest work. Evidence summary: Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations. Validation note: answer claims should remain limited to what this chunk supports.,2,0.672,curated knowledge card,high,relevant,yes,no
EVD-00490-3,SMP-00490,DOC-0004,Finance Reference Note 004: Why is an emergency fund useful. Evidence summary: Credit risk is the possibility that a borrower or counterparty may fail to repay debt or meet financial obligations. Validation note: answer claims should remain limited to what this chunk supports.,3,0.69,curated knowledge card,high,relevant,yes,no
